auth_id,business_latitude,business_longitude,business_category,category_id,delivery_charge,serving_distance,business_status,OpeningTime,OpeningTime2,prepration_time,commission,is_business_delivering,discount_percentage,status,verified,rank,language,business_rating,sunday_from_time1,sunday_to_time1,sunday_from_time2,sunday_to_time2,monday_from_time1,monday_to_time1,monday_from_time2,monday_to_time2,tuesday_from_time1,tuesday_to_time1,tuesday_from_time2,tuesday_to_time2,wednesday_from_time1,wednesday_to_time1,wednesday_from_time2,wednesday_to_time2,thursday_from_time1,thursday_to_time1,thursday_from_time2,thursday_to_time2,friday_from_time1,friday_to_time1,friday_from_time2,friday_to_time2,saturday_from_time1,saturday_to_time1,saturday_from_time2,saturday_to_time2,primary_tags,open_close_flags,vendor_tag,business_tags,one_click_vendor,country_id,business_city,business_creation_date,updated_at,device_type,display_orders,business_id
118597.0,-0.588596153846155,0.7544340909088447,Restaurants,2.0,0.0,6.0,1.0,11:00AM-11:30PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.4,00:00:00,00:30:00,08:00:00,23:59:00,00:00:00,00:30:00,08:00:00,23:59:00,00:00:00,00:30:00,08:00:00,23:59:00,00:00:00,00:30:00,08:00:00,23:59:00,00:00:00,00:30:00,08:00:00,23:59:00,00:00:00,00:30:00,10:00:00,23:59:00,00:00:00,00:30:00,10:00:00,23:59:00,"{""primary_tags"":""4""}",1.0,"2,4,5,8,91,22,12,24,16,23","Arabic,Breakfast,Burgers,Desserts,Free Delivery,Grills,Lebanese,Salads,Sandwiches,Shawarma",Y,1.0,1.0,2018-01-30 14:42:04,2020-04-07 15:12:43,3,1,18
118608.0,-0.4716538461538806,0.7444704545454467,Restaurants,2.0,0.7,5.0,1.0,08:30AM-10:30PM,-,14,0.0,Yes,0.0,1.0,1,11,EN,4.7,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,19:30:00,00:00:00,01:30:00,08:00:00,19:30:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,"{""primary_tags"":""7""}",1.0,"4,41,51,34,27,15,24,16,28","Breakfast,Cakes,Crepes,Italian,Pasta,Pizzas,Salads,Sandwiches,Soups",Y,1.0,1.0,2018-05-03 12:32:06,2020-04-05 20:46:03,3,1,61
118616.0,-0.4075269230769128,0.6436806818179458,Restaurants,2.0,0.0,8.0,1.0,08:00AM-10:45PM,-,19,0.0,Yes,0.0,1.0,1,1,EN,4.5,08:00:00,22:45:00,,,08:00:00,22:45:00,,,08:00:00,22:45:00,,,08:00:00,22:45:00,,,08:00:00,22:45:00,,,08:00:00,22:45:00,,,08:00:00,22:45:00,,,"{""primary_tags"":""71""}",1.0,"4,8,91,10","Breakfast,Desserts,Free Delivery,Indian",Y,1.0,1.0,2018-05-04 22:28:22,2020-04-07 16:35:55,3,1,53
118619.0,-0.5853846153845947,0.753811363636301,Restaurants,2.0,0.0,5.0,1.0,10:59AM-10:30PM,-,16,0.0,Yes,0.0,1.0,1,11,EN,4.5,09:00:00,23:30:00,,,09:00:00,23:30:00,,,09:00:00,23:30:00,,,09:00:00,23:30:00,,,09:00:00,23:45:00,,,09:00:00,23:45:00,,,09:00:00,23:45:00,,,"{""primary_tags"":""46""}",1.0,"5,8,30,24","Burgers,Desserts,Fries,Salads",Y,1.0,1.0,2018-05-06 19:20:48,2020-04-02 00:56:17,3,1,30
118624.0,0.4806019230769256,0.5528504545454149,Restaurants,2.0,0.7,15.0,1.0,11:00AM-11:45PM,-,10,0.0,Yes,0.0,1.0,1,11,EN,4.4,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,"{""primary_tags"":""32""}",1.0,5,Burgers,Y,1.0,1.0,2018-05-17 22:12:38,2020-04-05 15:57:41,3,1,45
118629.0,-0.4946538461538846,0.7433181818182409,Restaurants,2.0,0.7,6.0,1.0,11:00AM-10:30PM,-,17,0.0,Yes,0.0,1.0,1,11,EN,4.6,08:00:00,23:59:00,00:00:00,01:00:00,08:00:00,23:59:00,00:00:00,01:00:00,09:00:00,23:59:00,00:00:00,01:00:00,09:00:00,23:59:00,00:00:00,01:00:00,08:00:00,23:59:00,00:00:00,01:00:00,08:00:00,23:59:00,00:00:00,01:00:00,08:30:00,23:59:00,00:00:00,01:00:00,"{""primary_tags"":""51""}",1.0,"8,42","Desserts,Mexican",Y,1.0,1.0,2018-05-24 17:23:13,2020-04-07 15:04:57,3,1,63
118639.0,-0.1150096153846109,0.5459734090908435,Restaurants,2.0,0.7,15.0,1.0,11:00AM-11:45PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.3,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,"{""primary_tags"":""8""}",1.0,"1,5,30,16","American,Burgers,Fries,Sandwiches",Y,1.0,1.0,2018-06-20 12:28:00,2020-04-07 16:56:57,3,1,67
118640.0,-0.9365557692307772,0.0819329545453459,Restaurants,2.0,0.7,15.0,1.0,11:00AM-11:45PM,-,14,0.0,Yes,0.0,1.0,1,11,EN,4.3,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,00:01:00,01:30:00,17:45:00,23:59:00,"{""primary_tags"":""8""}",1.0,"1,5,30,16","American,Burgers,Fries,Sandwiches",Y,1.0,1.0,2018-06-20 13:11:17,2020-04-07 20:09:27,3,1,77
118651.0,-1.1701538461538554,0.1034772727271104,Restaurants,2.0,0.7,10.0,1.0,09:00AM-11:30PM,-,19,0.0,Yes,0.0,1.0,1,11,EN,4.5,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,"{""primary_tags"":""21""}",1.0,"4,8,22,32,24,16,28","Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups",Y,1.0,1.0,2018-07-22 13:18:35,2020-04-02 19:49:47,3,1,39
118662.0,0.4874884615383899,0.5650499999999972,Restaurants,2.0,0.0,15.0,1.0,05:00PM-11:00PM,-,20,0.0,Yes,10.0,1.0,1,1,EN,4.0,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,18:00:00,22:45:00,,,18:00:00,22:45:00,,,"{""primary_tags"":""271""}",1.0,"4,5,8,10,24","Breakfast,Burgers,Desserts,Indian,Salads",Y,1.0,1.0,2018-08-09 19:26:57,2020-04-02 11:41:23,3,1,90
118663.0,-0.1810384615385233,0.4905181818181887,Restaurants,2.0,0.0,15.0,1.0,08:00AM-11:30PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.3,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,09:00:00,23:00:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,"{""primary_tags"":""129""}",1.0,"4,8,22,32,24,16,28","Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups",Y,1.0,1.0,2018-08-09 23:41:57,2020-04-07 12:25:19,3,1,2
118672.0,-0.6004230769230746,0.7559090909091579,Restaurants,2.0,0.7,5.0,1.0,11:00AM-10:30PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.6,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:59:00,22:30:00,,,11:00:00,22:30:00,,,,1.0,"3,8,9,11,24,54","Asian,Desserts,Healthy Food,Japanese,Salads,Sushi",Y,1.0,1.0,2018-08-22 15:10:17,2020-04-02 00:52:21,3,1,42
118673.0,0.2563346153846161,0.5766695454543093,Restaurants,2.0,0.7,15.0,1.0,08:30AM-09:30PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.6,08:00:00,21:30:00,,,08:00:00,21:30:00,,,08:00:00,21:30:00,,,08:00:00,21:30:00,,,08:00:00,21:30:00,,,08:00:00,11:30:00,16:00:00,21:30:00,08:00:00,21:30:00,,,"{""primary_tags"":""24""}",1.0,"16,4,5,52","Sandwiches,Breakfast,Burgers,Mojitos",Y,1.0,1.0,2018-08-26 14:45:29,2020-03-24 12:51:21,3,1,1
118675.0,-0.5554038461538193,0.1963363636363634,Restaurants,2.0,0.7,15.0,0.0,11:00AM-11:00PM,-,17,0.0,Yes,0.0,0.0,1,11,EN,4.4,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,00:01:00,02:00:00,18:00:00,23:59:00,,1.0,"15,34,4,28,27,24,8","Pizzas,Italian,Breakfast,Soups,Pasta,Salads,Desserts",Y,1.0,1.0,2018-08-26 21:47:55,2020-03-31 22:16:15,3,1,41
118676.0,0.6346538461538463,0.5272545454546894,Restaurants,2.0,0.0,15.0,1.0,11:59AM-2:15 am,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.7,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,17:00:00,23:45:00,,,11:00:00,23:45:00,,,"{""primary_tags"":""323""}",1.0,"5,8,91,27,16","Burgers,Desserts,Free Delivery,Pasta,Sandwiches",Y,1.0,1.0,2018-08-26 22:36:05,2020-04-07 17:46:42,3,1,64
118678.0,-0.7119615384615503,0.0633681818179358,Restaurants,2.0,0.0,15.0,1.0,08:00AM-12:30PM,05:00PM-11:30PM,15,0.0,Yes,0.0,1.0,1,11,EN,3.8,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:00:00,00:59:00,08:00:00,23:59:00,,1.0,"2,4,8,53,13,24,16","Arabic,Breakfast,Desserts,Mandazi,Omani,Salads,Sandwiches",Y,1.0,1.0,2018-09-01 20:31:13,2020-04-04 13:38:28,3,1,15
118679.0,-0.4171923076923128,0.6458500000000037,Restaurants,2.0,0.7,8.0,1.0,08:00AM-11:59PM,-,11,0.0,Yes,0.0,1.0,1,11,EN,4.4,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,"{""primary_tags"":""134""}",1.0,"4,8,12,50,15,24,16","Breakfast,Desserts,Lebanese,Manakeesh,Pizzas,Salads,Sandwiches",Y,1.0,1.0,2018-09-03 19:30:50,2020-04-07 16:38:17,3,1,33
118680.0,-0.927944230769241,0.1458995454543045,Restaurants,2.0,0.7,15.0,1.0,11:00AM-11:00PM,-,15,0.0,Yes,0.0,1.0,1,11,EN,4.2,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,,1.0,"4,8,24,2","Breakfast,Desserts,Salads,Arabic",Y,1.0,1.0,2018-09-13 20:40:13,2020-04-01 22:07:46,3,1,68
118681.0,-1.004923076923082,0.0787363636363481,Restaurants,2.0,0.0,15.0,1.0,10:00AM-11:45PM,-,14,0.0,Yes,0.0,1.0,1,11,EN,4.3,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:30:00,,,16:00:00,23:00:00,,,11:00:00,23:59:00,00:01:00,00:59:00,"{""primary_tags"":""90""}",1.0,"5,30,48,23","Burgers,Fries,Kids meal,Shawarma",Y,1.0,1.0,2018-09-16 19:37:12,2020-04-07 21:08:27,3,1,44
118682.0,-0.6001730769230909,0.7558613636363735,Sweets & Bakes,3.0,0.0,5.0,1.0,11:59AM-11:30PM,-,15,0.0,Yes,50.0,1.0,1,11,EN,4.6,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,14:00:00,23:45:00,,,11:59:00,23:45:00,,,,1.0,"8,13","Desserts,Omani",Y,1.0,1.0,2018-09-16 20:01:04,2020-04-07 10:47:46,3,1,88
118683.0,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,3.0,0.0,15.0,1.0,08:30AM-11:45PM,-,13,0.0,Yes,0.0,1.0,1,11,EN,4.5,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,16:00:00,23:45:00,,,08:30:00,23:45:00,,,"{""primary_tags"":""336""}",1.0,"41,51,8,57,38,43,32,62,25","Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles",Y,1.0,1.0,2018-09-20 19:39:21,2020-04-07 20:00:50,3,1,22
118687.0,-0.6010961538461602,0.0959977272724904,Restaurants,2.0,0.0,15.0,1.0,11:59AM-11:45PM,-,14,0.0,Yes,0.0,1.0,1,1,EN,4.4,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,12:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,"{""primary_tags"":""90""}",1.0,"1,5,8,52,27","American,Burgers,Desserts,Mojitos ,Pasta",Y,1.0,1.0,2018-10-04 19:41:36,2020-04-05 15:46:35,3,1,97
118689.0,-0.4921884615384525,0.7441604545452798,Restaurants,2.0,0.7,6.0,1.0,11:00AM-10:45PM,-,14,0.0,Yes,0.0,1.0,1,11,EN,4.6,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,23:00:00,,,13:00:00,23:00:00,,,13:00:00,22:00:00,,,"{""primary_tags"":""31""}",1.0,"3,38,48","Asian,Fresh Juices,Kids meal",Y,1.0,1.0,2018-10-07 17:26:18,2020-04-07 15:05:22,3,1,25
118701.0,-0.0324423076923163,0.6556363636363828,Restaurants,2.0,0.0,2.0,1.0,10:59AM-11:30PM,-,10,0.0,Yes,0.0,1.0,1,11,EN,4.5,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,13:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1.0,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1.0,1.0,2018-10-18 21:01:20,2020-04-03 22:28:50,3,1,55
118702.0,-0.9677692307692346,0.0808386363635615,Restaurants,2.0,0.0,15.0,1.0,10:59AM-11:30PM,-,12,0.0,Yes,0.0,1.0,1,11,EN,4.5,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,13:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1.0,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1.0,1.0,2018-10-19 12:38:55,2020-04-07 23:41:41,3,1,9
118703.0,0.6186153846153633,0.5271931818182224,Restaurants,2.0,0.0,15.0,1.0,10:59AM-11:30PM,-,10,0.0,Yes,0.0,1.0,1,11,EN,4.5,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,13:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,"{""primary_tags"":""32""}",1.0,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1.0,1.0,2018-10-19 13:35:56,2020-04-06 14:01:21,3,1,19
118707.0,0.0167923076922569,0.5479409090910177,Restaurants,2.0,0.7,15.0,1.0,11:15AM-10:00PM,-,18,0.0,Yes,35.0,1.0,1,11,EN,4.6,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,"{""primary_tags"":""46""}",1.0,"3,58,22,11,33,28","Asian,Dimsum,Grills,Japanese,Rice,Soups",Y,1.0,1.0,2018-10-21 22:21:40,2020-04-07 19:29:21,3,1,3
118710.0,0.6301346153846158,0.5270522727271684,Restaurants,2.0,0.0,15.0,1.0,10:59AM-10:59PM,-,10,0.0,Yes,0.0,1.0,1,11,EN,4.7,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,12:59:00,23:00:00,,,11:59:00,23:00:00,,,"{""primary_tags"":""462""}",1.0,"2,8,91,10","Arabic,Desserts,Free Delivery,Indian",Y,1.0,1.0,2018-10-24 18:11:35,2020-04-07 23:51:01,3,1,56
118712.0,0.5788653846154262,0.528270454545456,Sweets & Bakes,2.0,0.0,15.0,1.0,09:59AM-11:45PM,-,13,0.0,Yes,0.0,1.0,1,11,EN,4.8,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,15:00:00,23:45:00,,,10:00:00,23:45:00,,,"{""primary_tags"":""138""}",1.0,"8,91,9,56","Desserts,Free Delivery,Healthy Food,Sweets",Y,1.0,1.0,2018-10-28 13:34:59,2020-04-06 13:44:19,3,1,75
118731.0,-0.056273076923028,0.6322886363636278,Restaurants,2.0,0.0,15.0,0.0,8:00AM-09:45PM,-,16,0.0,Yes,0.0,0.0,0,11,EN,4.5,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,"{""primary_tags"":""534""}",1.0,"5,9,32,16,35","Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks",Y,1.0,1.0,2018-11-27 15:33:42,2020-04-03 23:02:50,3,1,28
118742.0,-0.6058922840442468,0.0729530596036363,Restaurants,2.0,0.0,15.0,0.0,04:00PM-11:45PM,-,10,0.0,Yes,0.0,0.0,0,11,EN,3.2,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,16:00:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,,1.0,"2,15,16","Arabic,Pizzas,Sandwiches",Y,1.0,1.0,2018-12-12 15:39:55,2020-04-05 11:46:38,3,1,78
